model_name,provider,model_id,task_id,task_name,bucket,state_id,failure_type,attempts,last_validation_error
Kimi K2.6,university,microsoft/Kimi-K2.6,23,Banquet venue,bucket_06_strategic_uncertainty,state_0060,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_01_anonymous,state_0061,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_01_anonymous,state_0063,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_01_anonymous,state_0064,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_01_anonymous,state_0065,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_01_anonymous,state_0067,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_01_anonymous,state_0068,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_01_anonymous,state_0069,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_02_persistent_identity,state_0061,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_02_persistent_identity,state_0064,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_02_persistent_identity,state_0065,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_02_persistent_identity,state_0067,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_02_persistent_identity,state_0068,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_02_persistent_identity,state_0069,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_03_positive_reputation,state_0064,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_03_positive_reputation,state_0067,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_03_positive_reputation,state_0068,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_03_positive_reputation,state_0069,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_04_negative_reputation,state_0061,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_04_negative_reputation,state_0063,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_04_negative_reputation,state_0064,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_04_negative_reputation,state_0065,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_04_negative_reputation,state_0067,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_04_negative_reputation,state_0068,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_04_negative_reputation,state_0069,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_05_social_reputation,state_0061,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_05_social_reputation,state_0064,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_05_social_reputation,state_0065,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_05_social_reputation,state_0068,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_05_social_reputation,state_0069,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_06_strategic_uncertainty,state_0061,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_06_strategic_uncertainty,state_0063,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_06_strategic_uncertainty,state_0064,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_06_strategic_uncertainty,state_0067,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_06_strategic_uncertainty,state_0068,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,27,Research station,bucket_06_strategic_uncertainty,state_0069,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,30,Lead investor,bucket_01_anonymous,state_0072,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,30,Lead investor,bucket_01_anonymous,state_0078,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,30,Lead investor,bucket_02_persistent_identity,state_0072,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,30,Lead investor,bucket_02_persistent_identity,state_0078,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,30,Lead investor,bucket_03_positive_reputation,state_0072,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,30,Lead investor,bucket_03_positive_reputation,state_0077,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,30,Lead investor,bucket_03_positive_reputation,state_0078,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,30,Lead investor,bucket_04_negative_reputation,state_0072,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,30,Lead investor,bucket_04_negative_reputation,state_0074,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,30,Lead investor,bucket_04_negative_reputation,state_0078,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,30,Lead investor,bucket_05_social_reputation,state_0072,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,30,Lead investor,bucket_05_social_reputation,state_0074,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,30,Lead investor,bucket_05_social_reputation,state_0078,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,30,Lead investor,bucket_06_strategic_uncertainty,state_0072,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,30,Lead investor,bucket_06_strategic_uncertainty,state_0074,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,30,Lead investor,bucket_06_strategic_uncertainty,state_0078,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_01_anonymous,state_0081,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_01_anonymous,state_0083,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_01_anonymous,state_0084,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_01_anonymous,state_0085,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_01_anonymous,state_0087,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_01_anonymous,state_0088,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_01_anonymous,state_0089,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_01_anonymous,state_0090,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_02_persistent_identity,state_0081,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_02_persistent_identity,state_0083,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_02_persistent_identity,state_0084,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_02_persistent_identity,state_0085,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_02_persistent_identity,state_0086,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_02_persistent_identity,state_0087,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_02_persistent_identity,state_0088,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_02_persistent_identity,state_0089,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_02_persistent_identity,state_0090,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_03_positive_reputation,state_0081,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_03_positive_reputation,state_0084,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_03_positive_reputation,state_0085,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_03_positive_reputation,state_0086,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_03_positive_reputation,state_0087,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_03_positive_reputation,state_0088,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_03_positive_reputation,state_0089,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_03_positive_reputation,state_0090,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_04_negative_reputation,state_0081,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_04_negative_reputation,state_0083,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_04_negative_reputation,state_0084,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_04_negative_reputation,state_0085,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_04_negative_reputation,state_0087,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_04_negative_reputation,state_0088,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_04_negative_reputation,state_0089,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_05_social_reputation,state_0081,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_05_social_reputation,state_0084,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_05_social_reputation,state_0085,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_05_social_reputation,state_0086,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_05_social_reputation,state_0087,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_05_social_reputation,state_0088,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_05_social_reputation,state_0089,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_05_social_reputation,state_0090,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_06_strategic_uncertainty,state_0081,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_06_strategic_uncertainty,state_0083,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_06_strategic_uncertainty,state_0084,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_06_strategic_uncertainty,state_0085,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_06_strategic_uncertainty,state_0086,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_06_strategic_uncertainty,state_0087,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_06_strategic_uncertainty,state_0088,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_06_strategic_uncertainty,state_0089,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,36,Datacenter migration,bucket_06_strategic_uncertainty,state_0090,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_01_anonymous,state_0011,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_01_anonymous,state_0013,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_01_anonymous,state_0014,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_01_anonymous,state_0017,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_01_anonymous,state_0018,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_01_anonymous,state_0019,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_01_anonymous,state_0020,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_02_persistent_identity,state_0011,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_02_persistent_identity,state_0013,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_02_persistent_identity,state_0014,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_02_persistent_identity,state_0017,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_02_persistent_identity,state_0020,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_03_positive_reputation,state_0011,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_03_positive_reputation,state_0013,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_03_positive_reputation,state_0014,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_03_positive_reputation,state_0017,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_03_positive_reputation,state_0019,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_03_positive_reputation,state_0020,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_04_negative_reputation,state_0011,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_04_negative_reputation,state_0012,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_04_negative_reputation,state_0013,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_04_negative_reputation,state_0014,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_04_negative_reputation,state_0017,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_04_negative_reputation,state_0020,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_05_social_reputation,state_0013,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_05_social_reputation,state_0014,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_05_social_reputation,state_0017,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_05_social_reputation,state_0018,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_05_social_reputation,state_0019,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_05_social_reputation,state_0020,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_06_strategic_uncertainty,state_0011,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_06_strategic_uncertainty,state_0012,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_06_strategic_uncertainty,state_0013,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_06_strategic_uncertainty,state_0014,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_06_strategic_uncertainty,state_0017,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_06_strategic_uncertainty,state_0019,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,4,Traffic accident,bucket_06_strategic_uncertainty,state_0020,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_01_anonymous,state_0092,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_01_anonymous,state_0093,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_01_anonymous,state_0094,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_01_anonymous,state_0096,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_01_anonymous,state_0097,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_01_anonymous,state_0099,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_01_anonymous,state_0100,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_02_persistent_identity,state_0093,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_02_persistent_identity,state_0094,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_02_persistent_identity,state_0095,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_02_persistent_identity,state_0096,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_02_persistent_identity,state_0097,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_02_persistent_identity,state_0098,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_02_persistent_identity,state_0099,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_02_persistent_identity,state_0100,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_03_positive_reputation,state_0096,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_03_positive_reputation,state_0097,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_03_positive_reputation,state_0098,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_03_positive_reputation,state_0099,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_03_positive_reputation,state_0100,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_04_negative_reputation,state_0092,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_04_negative_reputation,state_0093,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_04_negative_reputation,state_0094,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_04_negative_reputation,state_0095,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_04_negative_reputation,state_0096,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_04_negative_reputation,state_0097,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_04_negative_reputation,state_0099,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_04_negative_reputation,state_0100,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_05_social_reputation,state_0093,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_05_social_reputation,state_0094,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_05_social_reputation,state_0095,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_05_social_reputation,state_0096,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_05_social_reputation,state_0097,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_05_social_reputation,state_0098,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_05_social_reputation,state_0099,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_05_social_reputation,state_0100,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_06_strategic_uncertainty,state_0092,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_06_strategic_uncertainty,state_0094,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_06_strategic_uncertainty,state_0096,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_06_strategic_uncertainty,state_0097,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_06_strategic_uncertainty,state_0098,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_06_strategic_uncertainty,state_0099,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,41,Space evacuation,bucket_06_strategic_uncertainty,state_0100,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,9,Hospital transfer,bucket_02_persistent_identity,state_0022,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,9,Hospital transfer,bucket_03_positive_reputation,state_0022,invalid_response,3,response is not exact JSON: Expecting value
Kimi K2.6,university,microsoft/Kimi-K2.6,9,Hospital transfer,bucket_03_positive_reputation,state_0027,invalid_response,3,response is not exact JSON: Expecting value
